id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary
5366,0.89,0.58,3,272,2,0,0,0,support,low
5367,0.76,0.74,5,132,3,0,0,0,technical,medium
5368,0.96,0.87,4,213,3,0,0,0,IT,medium
5369,0.24,0.63,4,203,5,0,0,0,technical,low
5370,0.7,0.7,3,224,3,0,0,0,sales,low
5371,0.73,0.86,3,200,4,0,0,0,technical,medium
5372,0.5,0.7,3,159,3,0,0,0,hr,low
5373,0.28,0.44,4,170,2,0,0,0,support,low
5374,0.54,0.63,4,140,3,0,0,0,sales,medium
5375,0.4,0.48,4,97,2,0,0,0,IT,low
5376,0.58,0.76,4,197,5,0,0,0,sales,low
5377,0.37,0.57,2,155,3,0,1,0,support,low
5378,0.83,0.96,5,275,5,0,1,0,support,low
5379,0.77,0.73,4,159,3,1,0,0,sales,medium
5380,0.56,0.43,2,169,3,0,0,0,sales,medium
5381,0.92,0.67,4,241,3,0,0,0,technical,high
5382,0.09,0.96,6,245,4,0,1,0,IT,low
5383,0.77,0.75,4,225,3,0,0,0,hr,low
5384,0.75,0.9,5,256,5,0,1,0,support,low
5385,0.75,0.82,3,169,3,0,0,0,hr,low
5386,0.66,0.59,3,145,3,0,0,0,hr,medium
5387,0.59,0.57,3,147,4,0,0,0,technical,low
5388,0.57,0.59,4,206,3,0,0,0,RandD,medium
5389,0.45,0.46,2,159,3,0,1,0,hr,high
5390,0.37,0.74,5,117,3,0,0,0,product_mng,medium
5391,0.99,0.54,3,199,2,0,0,0,sales,medium
5392,0.78,0.9,4,238,2,0,0,0,support,low
5393,0.89,0.57,4,176,4,0,0,0,support,high
5394,0.46,0.55,2,147,3,0,1,0,product_mng,medium
5395,0.11,0.94,7,255,4,0,1,0,support,low
5396,0.98,0.7,4,253,2,0,0,0,support,low
5397,0.66,0.99,4,209,3,0,0,0,sales,medium
5398,0.86,0.86,3,155,4,0,0,0,accounting,low
5399,0.77,0.66,3,260,4,0,0,0,RandD,high
5400,0.51,0.75,4,154,3,0,0,0,marketing,medium
5401,0.78,0.63,6,111,6,0,0,0,IT,high
5402,0.72,0.88,3,189,3,1,0,0,management,high
5403,0.76,0.54,5,278,2,1,0,0,technical,medium
5404,0.44,0.55,2,135,3,0,1,0,support,low
5405,0.87,0.82,5,138,3,1,0,0,management,low
5406,0.78,0.63,4,156,3,0,0,0,sales,low
5407,0.61,0.61,4,246,2,0,0,0,accounting,low
5408,0.53,0.91,4,167,4,0,0,0,management,high
5409,0.5,0.82,3,133,2,1,0,0,product_mng,low
5410,0.76,0.97,4,219,2,0,0,0,support,medium
5411,0.77,0.83,3,175,3,0,0,1,sales,medium
5412,0.6,0.59,3,172,3,0,0,0,technical,medium
5413,0.61,0.73,3,252,3,0,0,0,technical,high
5414,0.78,0.66,6,105,5,1,0,0,RandD,low
5415,0.18,0.8,2,110,5,0,0,0,support,low
5416,0.16,0.64,6,143,5,1,0,0,support,low
5417,0.89,0.58,3,183,4,0,0,0,technical,medium
5418,0.55,0.5,5,231,3,0,0,0,marketing,low
5419,0.96,0.59,4,108,6,0,0,0,sales,low
5420,0.61,0.5,4,175,3,0,0,0,support,medium
5421,0.95,0.62,4,255,2,0,0,0,sales,medium
5422,0.29,0.42,6,253,3,0,0,0,hr,medium
5423,0.39,0.51,2,129,3,0,1,0,IT,low
5424,0.26,0.95,3,195,5,0,0,0,support,low
5425,0.87,0.56,4,121,2,0,0,1,technical,medium
5426,0.61,0.84,3,206,2,0,0,0,technical,low
5427,0.64,0.78,4,159,4,0,0,0,management,medium
5428,0.58,0.73,3,265,6,0,0,0,RandD,low
5429,0.67,0.83,3,148,3,0,0,0,support,low
5430,0.69,1.0,5,237,3,0,0,0,technical,high
5431,0.44,0.54,2,149,3,0,1,0,hr,low
5432,0.56,0.96,2,269,2,0,0,0,technical,low
5433,0.67,0.75,3,194,3,0,0,0,hr,medium
5434,0.62,0.55,4,218,3,0,0,0,support,medium
5435,0.64,0.94,4,210,3,0,0,0,product_mng,low
5436,0.72,0.9,4,225,2,0,0,0,hr,low
5437,0.99,0.97,4,211,2,0,0,1,marketing,low
5438,0.99,0.73,3,181,2,0,0,0,support,medium
5439,0.57,0.75,5,171,4,0,0,0,support,medium
5440,0.43,0.46,2,126,3,0,1,0,sales,medium
5441,0.7,0.84,6,161,4,0,1,0,technical,low
5442,0.48,0.53,3,211,4,0,0,0,technical,low
5443,0.39,0.51,2,137,3,0,1,0,technical,low
5444,0.11,0.89,6,293,4,0,1,0,support,low
5445,0.48,0.58,3,194,3,0,0,0,technical,medium
5446,0.61,0.7,4,161,3,1,0,0,management,high
5447,0.36,0.52,2,147,3,0,1,0,sales,medium
5448,1.0,0.84,3,227,3,0,0,0,IT,low
5449,0.95,0.38,2,103,3,0,0,0,sales,low
5450,0.79,0.5,4,252,3,1,0,0,hr,medium
5451,0.9,0.73,4,245,2,0,0,0,sales,low
5452,0.59,0.54,4,176,2,0,0,0,technical,medium
5453,0.86,0.56,5,237,3,0,0,0,technical,low
5454,0.37,0.46,2,156,3,0,1,0,sales,low
5455,0.86,0.92,3,162,3,1,0,0,accounting,medium
5456,0.12,0.47,3,258,5,0,0,0,sales,medium
5457,0.61,0.81,4,134,3,0,0,0,sales,medium
5458,0.37,0.49,2,151,3,0,1,0,sales,low
5459,0.36,0.55,3,191,3,0,0,0,product_mng,high
5460,0.91,0.77,4,239,2,0,0,0,technical,medium
5461,0.51,0.48,5,136,4,0,0,0,management,low
5462,0.97,0.67,3,169,2,1,0,0,sales,medium
5463,0.37,0.72,3,121,2,0,0,0,sales,low
5464,0.86,0.82,4,274,2,1,0,0,sales,low
5465,0.43,0.54,2,153,3,0,1,0,product_mng,medium
5466,0.71,0.64,3,267,3,0,0,0,technical,low
5467,0.8,0.76,3,270,2,1,0,0,marketing,low
5468,0.73,0.87,3,227,4,0,0,0,accounting,low
5469,0.69,0.98,3,269,3,1,0,0,sales,medium
5470,0.36,0.48,5,310,3,0,1,0,product_mng,medium
5471,0.81,0.81,4,212,2,1,0,0,sales,medium
5472,0.56,0.68,3,149,2,0,0,0,management,medium
5473,0.81,0.75,5,101,5,0,0,0,sales,medium
5474,0.87,0.85,5,221,6,0,1,0,support,medium
5475,0.4,0.64,3,188,3,0,0,0,support,low
5476,0.84,0.69,4,149,3,0,0,0,marketing,medium
5477,0.9,0.94,4,231,3,0,0,0,technical,medium
5478,0.82,0.89,4,239,2,0,0,0,product_mng,medium
5479,0.69,0.75,3,253,3,0,0,0,management,high
5480,0.85,0.99,4,233,2,0,0,0,marketing,high
5481,0.94,0.91,3,250,3,1,0,0,management,low
5482,0.66,0.9,4,268,3,0,0,0,technical,medium
5483,0.82,0.71,2,209,5,0,0,1,marketing,medium
5484,0.58,0.86,3,182,3,0,0,0,RandD,low
5485,0.1,0.84,6,286,4,0,1,0,product_mng,low
5486,0.91,0.85,3,248,3,0,0,0,sales,medium
5487,0.4,0.56,2,137,3,0,1,0,accounting,medium
5488,0.62,0.57,3,223,3,1,0,0,support,low
5489,0.68,0.88,5,201,3,0,0,0,sales,medium
5490,0.8,0.78,4,234,3,0,0,0,sales,medium
5491,0.87,0.91,5,190,2,0,0,0,sales,low
5492,0.77,0.76,6,263,6,0,0,0,sales,low
5493,0.63,0.95,4,134,3,0,0,0,support,medium
5494,0.37,0.57,2,157,3,0,1,0,RandD,low
5495,0.5,0.59,3,260,3,0,0,0,IT,medium
5496,0.74,0.87,5,258,5,0,1,0,accounting,low
5497,0.45,0.54,2,152,3,0,1,0,sales,low
5498,0.1,0.77,6,255,4,0,1,0,management,low
5499,0.45,0.46,2,159,3,0,1,0,hr,high
5500,0.58,0.91,3,195,10,0,0,0,support,low
5501,0.95,0.84,3,270,3,1,0,1,sales,medium
5502,0.97,0.95,5,201,2,0,0,0,technical,low
5503,0.97,0.93,3,153,2,0,0,0,technical,low
5504,0.26,0.67,2,242,6,0,0,0,technical,low
5505,0.9,1.0,5,221,6,0,1,0,sales,medium
5506,0.85,0.79,3,157,4,0,0,0,support,medium
5507,0.76,0.5,4,136,3,0,0,0,marketing,medium
5508,0.69,0.84,3,253,2,0,0,0,technical,medium
5509,0.76,0.83,4,246,2,0,0,0,sales,low
5510,0.62,0.63,5,153,6,0,0,0,technical,medium
5511,0.51,0.5,4,130,3,0,0,0,RandD,medium
5512,0.75,0.87,5,246,5,0,1,0,technical,low
5513,0.38,0.52,2,156,3,0,1,0,technical,low
5514,0.6,0.96,4,99,6,0,0,0,RandD,medium
5515,0.94,0.51,3,242,3,0,0,0,sales,medium
5516,0.76,0.71,3,205,2,0,0,0,support,medium
5517,0.66,0.79,5,134,3,0,0,0,management,high
5518,0.14,0.61,6,291,5,0,1,0,hr,medium
5519,0.84,0.63,4,135,2,0,0,0,sales,medium
5520,0.46,0.49,5,286,5,0,0,0,product_mng,low
5521,0.85,0.64,4,147,3,0,0,0,support,low
5522,0.87,0.61,3,162,2,0,0,0,RandD,low
5523,0.81,0.84,4,198,2,0,0,0,sales,low
5524,0.71,0.65,4,263,2,1,0,1,technical,medium
5525,0.84,0.87,4,246,6,0,1,0,hr,low
5526,0.98,0.6,2,249,3,0,0,0,technical,low
5527,0.1,0.94,6,285,4,0,1,0,support,medium
5528,0.65,0.92,4,242,2,0,0,0,RandD,medium
5529,0.79,0.67,5,156,2,0,0,0,product_mng,low
5530,0.91,0.84,3,237,2,0,0,0,product_mng,medium
5531,0.98,0.97,3,209,3,0,0,0,support,low
5532,0.86,0.98,5,233,3,0,0,0,technical,low
5533,0.84,0.91,3,199,4,0,0,0,IT,medium
5534,0.62,0.91,3,142,6,1,0,0,sales,medium
5535,0.92,0.77,5,191,2,0,0,0,technical,medium
5536,0.11,0.97,6,289,5,0,1,0,support,medium
5537,0.09,0.82,6,249,4,0,1,0,technical,medium
5538,0.62,0.89,5,243,3,0,0,0,support,medium
5539,0.91,0.65,5,214,3,1,0,0,marketing,low
5540,0.41,0.49,2,146,3,0,1,0,IT,low
5541,0.54,0.64,3,250,3,0,0,0,sales,medium
5542,0.91,0.74,3,150,2,0,0,0,accounting,medium
5543,0.49,0.6,3,191,3,1,0,0,RandD,high
5544,0.73,0.92,6,189,3,1,0,0,sales,medium
5545,0.75,0.79,4,145,3,0,0,0,technical,medium
5546,0.46,0.57,2,139,3,0,1,0,sales,low
5547,0.91,0.61,4,135,10,0,0,0,accounting,medium
5548,0.61,0.71,3,152,4,1,0,0,support,medium
5549,0.61,0.88,5,134,4,0,0,0,technical,low
5550,0.51,0.89,4,233,7,0,0,0,sales,medium
5551,0.95,0.77,3,184,4,0,0,0,sales,medium
5552,0.73,0.99,5,262,5,0,1,0,product_mng,medium
5553,0.11,0.96,6,267,4,0,1,0,sales,medium
5554,0.91,0.89,2,219,4,0,0,0,technical,low
5555,0.57,0.54,4,210,3,0,0,0,product_mng,low
5556,0.77,0.68,3,214,8,1,0,0,management,high
5557,0.63,0.79,2,206,5,0,0,0,product_mng,low
5558,0.67,0.49,3,224,3,0,0,0,IT,low
5559,0.43,0.62,2,180,3,0,0,0,RandD,low
5560,0.42,0.54,2,156,3,0,1,0,sales,medium
5561,0.57,0.78,3,134,3,0,0,0,RandD,medium
5562,0.6,0.62,3,238,4,0,0,1,marketing,medium
5563,0.67,0.65,3,265,3,0,0,0,product_mng,medium
5564,0.89,0.68,3,175,2,0,0,0,sales,low
5565,0.87,0.68,4,246,2,0,0,0,support,medium
5566,0.75,0.69,2,257,2,1,0,0,product_mng,low
5567,0.62,0.75,4,183,4,1,0,0,sales,low
5568,0.59,0.57,4,197,2,0,0,0,sales,medium
5569,0.98,0.63,3,135,3,0,0,0,sales,low
5570,0.77,0.87,4,209,3,0,0,0,technical,medium
5571,0.49,0.66,3,169,3,0,0,0,marketing,medium
5572,0.41,0.55,2,154,3,0,1,0,support,low
5573,0.56,0.41,5,152,3,0,0,0,sales,medium
5574,0.74,0.64,3,136,2,0,0,0,IT,medium
5575,0.88,0.65,5,228,3,0,0,0,sales,medium
5576,0.58,0.84,3,258,4,0,0,0,support,low
5577,0.83,0.53,5,182,2,1,0,0,technical,medium
5578,0.09,0.93,6,308,4,0,1,0,RandD,low
5579,0.11,0.95,6,286,4,0,1,0,technical,medium
5580,0.54,0.37,2,176,2,0,0,0,sales,low
5581,0.91,0.58,3,220,7,0,0,1,sales,low
5582,0.79,0.74,3,169,3,0,0,0,RandD,low
5583,0.95,0.64,5,234,3,0,0,0,RandD,medium
5584,0.75,0.58,3,159,3,0,0,0,technical,medium
5585,0.81,0.44,4,166,4,1,0,0,support,low
5586,0.41,0.52,2,135,3,0,1,0,sales,low
5587,0.77,0.85,4,189,2,0,0,0,sales,low
5588,0.6,0.45,3,173,2,0,0,0,sales,low
5589,0.82,0.59,3,178,2,0,0,0,IT,medium
5590,0.1,0.93,6,269,4,0,1,0,IT,low
5591,0.92,0.89,3,220,2,0,0,0,technical,low
5592,0.92,0.53,2,261,4,0,0,0,support,low
5593,0.62,0.57,4,215,3,0,0,0,sales,medium
5594,0.33,0.64,2,274,3,1,0,0,technical,high
5595,0.78,0.64,3,169,2,1,0,0,technical,medium
5596,0.11,0.83,7,255,5,0,1,0,product_mng,medium
5597,0.93,0.7,3,159,2,0,0,0,sales,medium
5598,0.64,0.55,3,201,2,0,0,0,sales,low
5599,0.2,0.74,6,148,4,0,0,0,marketing,low
5600,0.69,0.59,5,182,4,0,0,0,technical,high
5601,0.77,0.66,3,147,2,0,0,0,sales,medium
5602,0.48,0.39,4,272,3,0,0,0,marketing,low
5603,0.11,0.79,6,281,4,0,1,0,support,medium
5604,0.66,0.57,4,161,7,0,0,1,management,medium
5605,0.75,0.99,5,254,5,0,1,0,sales,low
5606,0.09,0.91,6,275,4,0,1,0,support,low
5607,0.09,0.89,7,310,4,0,1,0,support,low
5608,0.84,0.79,4,222,3,0,0,0,RandD,low
5609,0.71,0.54,4,188,6,0,0,0,technical,low
5610,0.91,0.59,4,177,4,0,0,0,support,medium
5611,0.1,0.85,7,261,4,0,1,0,IT,medium
5612,0.37,0.37,5,173,2,0,0,0,accounting,low
5613,0.66,0.66,4,273,4,1,0,0,IT,low
5614,0.93,0.95,2,156,3,1,0,0,support,low
5615,0.31,0.95,5,205,3,0,0,0,accounting,low
5616,0.79,0.6,5,223,3,0,0,0,sales,low
5617,0.58,0.48,3,135,3,1,0,0,hr,medium
5618,0.68,0.73,4,251,3,0,0,0,sales,low
5619,0.77,0.81,5,237,5,0,1,0,sales,medium
5620,0.58,0.73,3,165,2,0,0,0,technical,medium
5621,0.12,0.95,3,236,3,0,0,0,technical,medium
5622,0.71,0.81,3,141,3,0,0,0,support,medium
5623,0.96,0.67,6,190,3,0,0,0,support,low
5624,0.66,0.69,4,198,3,1,0,0,hr,medium
5625,0.78,0.66,4,156,3,1,0,0,technical,low
5626,0.3,0.39,3,193,3,1,0,0,IT,low
5627,0.9,1.0,5,221,5,0,1,0,support,low
5628,0.77,0.61,4,181,2,0,0,0,support,low
5629,0.94,0.9,4,144,4,0,0,0,support,low
5630,0.83,0.9,5,245,5,0,1,0,product_mng,low
5631,0.36,0.69,3,165,3,0,0,0,sales,medium
5632,0.66,0.47,7,156,2,0,1,0,management,medium
5633,0.11,0.93,6,282,4,0,1,0,sales,low
5634,0.71,0.97,5,208,8,1,0,0,management,medium
5635,0.67,1.0,3,201,4,0,0,0,marketing,medium
5636,0.89,0.56,3,224,2,0,0,0,support,medium
5637,0.69,0.97,3,158,2,0,0,0,accounting,low
5638,0.7,0.91,5,139,3,1,0,0,technical,medium
5639,0.71,0.94,4,209,3,0,0,0,sales,medium
5640,0.35,0.54,3,138,4,0,0,0,support,low
5641,0.11,0.84,7,296,4,0,1,0,sales,low
5642,0.8,0.77,4,194,3,0,0,0,accounting,medium
5643,0.92,0.99,3,176,8,0,0,0,sales,medium
5644,0.72,0.73,5,184,4,1,0,0,technical,low
5645,0.75,0.73,2,152,4,0,0,0,IT,low
5646,0.95,0.37,4,285,3,0,0,0,management,low
5647,0.84,0.79,6,140,2,0,0,0,accounting,high
5648,0.19,0.59,7,192,3,0,1,0,sales,low
5649,0.81,0.76,5,198,4,0,0,0,IT,medium
5650,0.33,0.69,3,125,3,0,0,0,management,medium
5651,0.67,0.49,4,195,3,0,0,0,hr,low
5652,0.11,0.93,6,294,4,0,1,0,sales,medium
5653,0.4,0.52,2,147,3,0,1,0,product_mng,medium
5654,0.76,0.92,4,246,5,0,1,0,sales,low
5655,0.62,0.78,3,178,3,1,0,0,technical,low
5656,0.69,0.8,3,177,4,0,0,0,sales,low
5657,0.43,0.86,5,125,3,1,0,0,sales,low
5658,0.96,0.97,6,137,10,0,0,0,sales,low
5659,0.57,0.85,4,250,3,1,0,1,marketing,low
5660,0.55,0.49,5,195,3,0,0,0,sales,low
5661,0.51,0.99,4,211,3,0,0,0,support,medium
5662,0.94,0.82,3,246,3,0,0,0,support,low
5663,0.62,0.91,4,231,3,0,0,0,technical,low
5664,0.9,0.49,3,237,2,0,0,0,technical,medium
5665,0.49,0.61,3,181,3,0,0,0,product_mng,medium
5666,0.75,0.49,4,246,3,1,0,0,sales,low
5667,0.91,0.53,4,212,3,0,0,0,technical,low
5668,0.72,0.98,4,180,2,0,0,0,sales,medium
5669,0.96,0.85,4,173,3,0,0,0,marketing,high
5670,0.11,0.9,5,307,4,0,1,0,support,low
5671,0.27,0.76,4,108,10,0,0,0,sales,medium
5672,0.12,0.49,4,191,5,0,0,0,IT,low
5673,0.86,0.58,3,151,2,0,0,0,technical,low
5674,0.57,0.54,4,142,4,0,0,0,technical,medium
5675,0.93,0.77,5,224,2,0,0,0,marketing,low
5676,0.74,0.61,3,231,2,0,0,0,support,medium
5677,0.99,0.93,3,261,3,0,0,0,technical,low
5678,0.63,0.41,3,180,5,1,0,0,marketing,medium
5679,0.76,0.73,3,192,2,0,0,0,technical,low
5680,0.98,0.55,3,166,6,1,0,0,sales,medium
5681,0.94,0.51,4,229,2,1,0,0,sales,low
5682,0.37,0.57,2,158,3,0,1,0,technical,low
5683,0.8,0.74,3,159,2,0,0,0,hr,medium
5684,0.84,0.93,3,159,3,0,0,0,sales,low
5685,0.8,0.72,4,173,3,0,0,0,accounting,low
5686,0.78,0.59,5,236,3,0,0,0,technical,high
5687,0.11,0.97,7,310,4,0,1,0,support,medium
5688,0.67,0.49,3,224,3,0,0,0,IT,low
5689,0.81,0.97,5,243,5,0,1,0,support,medium
5690,0.4,0.72,3,139,2,0,0,0,support,medium
5691,0.78,0.96,4,245,3,0,0,0,support,medium
5692,0.39,0.45,2,134,3,0,1,0,technical,medium
5693,0.63,0.78,4,275,3,0,0,0,support,low
5694,0.55,0.63,4,218,2,0,0,0,management,medium
5695,0.62,0.68,5,265,3,0,0,0,hr,medium
5696,0.39,0.53,2,141,3,0,1,0,sales,medium
5697,0.87,0.49,2,251,3,0,0,0,sales,medium
5698,0.43,0.51,2,136,3,0,1,0,hr,medium
5699,0.72,1.0,3,197,3,0,0,0,IT,medium
5700,0.72,0.96,5,223,3,1,0,0,support,low
5701,0.78,0.97,4,221,4,0,0,0,hr,low
5702,0.09,0.8,7,283,5,0,1,0,technical,low
5703,0.59,0.43,3,171,3,0,0,0,hr,medium
5704,0.38,0.53,2,146,3,0,1,0,support,low
5705,0.64,0.83,3,188,4,0,0,0,sales,low
5706,0.71,0.68,3,231,2,1,0,0,product_mng,low
5707,0.49,0.79,5,177,2,0,0,0,support,low
5708,0.97,0.63,5,199,2,1,0,0,IT,high
5709,0.86,0.82,3,263,6,0,0,0,sales,high
5710,0.72,0.79,4,154,3,0,0,0,IT,medium
5711,0.63,0.57,4,192,3,0,0,0,technical,high
5712,0.64,0.38,5,122,4,0,0,0,sales,low
5713,0.66,0.89,4,139,3,0,0,0,product_mng,medium
5714,0.57,0.97,5,196,2,0,0,0,support,medium
5715,0.68,0.65,4,134,3,0,0,0,technical,medium
5716,0.1,0.77,5,276,4,0,1,0,support,low
5717,0.85,0.69,5,273,3,1,0,0,hr,low
5718,0.97,0.77,3,245,3,0,0,0,hr,medium
5719,0.59,0.81,4,189,3,0,0,0,sales,medium
5720,0.11,0.96,7,244,4,0,1,0,support,low
5721,0.92,0.8,4,263,4,0,0,0,RandD,low
5722,0.45,0.39,4,275,3,0,0,0,IT,medium
5723,0.41,0.47,2,145,3,0,1,0,technical,low
5724,0.8,0.53,3,255,5,0,1,0,technical,high
5725,0.11,0.9,6,301,4,0,1,0,technical,low
5726,0.37,0.51,2,153,3,0,1,0,product_mng,low
5727,1.0,0.58,4,229,2,1,0,0,technical,medium
5728,0.63,0.98,4,160,2,0,0,0,sales,medium
5729,0.92,0.82,5,265,5,0,1,0,RandD,medium
5730,0.92,0.88,3,145,4,1,0,0,sales,high
5731,0.78,0.98,5,263,6,0,1,0,sales,low
5732,0.74,0.71,3,206,3,0,0,0,management,high
5733,0.72,0.97,3,239,3,0,0,0,IT,low
5734,0.89,0.76,3,251,2,1,0,0,sales,low
5735,0.68,0.89,5,218,5,0,0,0,sales,low
5736,0.37,0.52,2,155,3,0,1,0,technical,medium
5737,0.93,0.49,5,167,3,0,0,0,RandD,medium
5738,0.87,0.8,4,197,3,0,0,0,sales,low
5739,0.9,0.69,4,172,3,0,0,0,product_mng,medium
5740,0.09,0.8,6,247,4,0,1,0,sales,medium
5741,0.75,0.86,6,148,4,0,0,0,sales,low
5742,0.65,0.68,4,128,5,0,0,0,product_mng,low
5743,0.86,0.93,5,223,5,0,1,0,RandD,medium
5744,0.78,0.99,4,255,6,0,1,0,sales,low
5745,0.95,0.94,2,269,4,1,0,0,sales,low
5746,0.65,0.49,5,221,2,0,0,0,management,low
5747,0.85,0.55,4,260,2,1,0,0,sales,low
5748,0.64,0.96,3,109,4,0,0,0,IT,medium
5749,0.97,0.64,3,237,3,0,0,0,IT,medium
5750,0.89,0.57,3,252,2,0,0,0,support,medium
5751,0.93,0.55,3,134,3,1,0,0,product_mng,low
5752,0.66,0.67,3,123,4,0,0,0,IT,medium
5753,0.43,0.53,2,146,3,0,1,0,marketing,low
5754,0.74,0.81,4,150,2,0,0,0,accounting,medium
5755,0.78,0.61,5,260,2,0,0,0,accounting,medium
5756,0.5,0.54,3,134,3,0,0,0,sales,medium
5757,0.91,0.66,3,208,4,0,0,0,sales,medium
5758,0.37,0.55,2,140,3,0,1,0,technical,low
5759,0.1,0.85,6,254,4,0,1,0,technical,medium
5760,0.87,0.87,4,144,3,0,0,0,support,low
5761,0.45,0.46,2,153,3,1,1,0,technical,medium
5762,0.7,0.77,4,245,2,0,0,0,sales,low
5763,0.34,0.87,4,283,2,0,0,0,sales,high
5764,0.27,0.69,2,177,5,0,0,0,RandD,low
5765,0.93,0.98,4,160,3,0,0,0,sales,low
5766,0.74,0.8,4,200,4,0,0,0,product_mng,low
5767,0.62,0.96,5,251,2,0,0,0,hr,high
5768,0.81,0.9,4,226,5,0,1,0,product_mng,medium
5769,0.61,0.72,4,182,2,1,0,0,RandD,medium
5770,0.64,0.75,3,169,3,0,0,0,IT,low
5771,0.41,0.49,2,146,3,0,1,0,IT,low
5772,0.89,0.99,4,205,2,0,0,1,sales,medium
5773,0.59,0.82,3,162,2,0,0,0,IT,high
5774,0.66,0.91,3,191,4,0,0,0,technical,low
5775,0.6,0.52,4,207,2,1,0,0,RandD,medium
5776,0.8,0.93,3,225,4,0,0,0,product_mng,low
5777,0.31,0.72,2,191,3,0,0,0,hr,medium
5778,0.77,0.83,3,175,3,0,0,1,sales,medium
5779,1.0,0.59,5,182,3,1,0,0,management,medium
5780,0.83,0.85,5,237,5,0,1,0,marketing,medium
5781,0.1,0.95,7,301,4,0,1,0,marketing,low
5782,0.82,0.75,5,160,3,1,0,0,product_mng,high
5783,0.7,0.92,5,182,3,0,0,0,hr,low
5784,0.49,0.54,6,214,3,0,0,0,sales,high
5785,0.72,0.78,3,229,2,0,0,0,sales,medium
5786,0.89,0.64,4,237,2,0,0,0,support,medium
5787,0.83,0.8,3,240,8,0,0,0,sales,low
5788,0.94,0.84,5,203,3,0,0,0,technical,low
5789,0.55,0.64,3,178,2,0,0,1,sales,low
5790,0.92,0.61,4,143,8,0,0,0,sales,low
5791,0.76,0.74,4,261,3,0,0,0,technical,medium
5792,0.82,0.86,5,243,5,0,1,0,IT,low
5793,0.25,0.46,4,214,4,0,1,0,technical,medium
5794,0.81,0.77,4,197,3,0,0,0,marketing,low
5795,0.2,0.9,6,138,3,0,1,0,technical,low
5796,0.72,0.81,4,200,2,0,0,0,marketing,low
5797,0.11,0.87,6,305,4,0,1,0,marketing,low
5798,0.39,0.46,2,136,3,0,1,0,support,medium
5799,0.91,0.87,4,235,5,0,1,0,technical,low
5800,0.41,0.5,6,257,6,1,0,0,support,low
5801,0.87,0.53,4,144,3,0,0,0,sales,medium
5802,0.88,0.91,3,157,2,0,0,0,technical,medium
5803,0.84,0.66,3,209,2,0,0,0,sales,low
5804,0.82,0.51,5,232,3,0,0,0,marketing,medium
5805,0.26,0.46,2,242,3,0,1,0,technical,low
5806,0.36,0.97,5,151,3,0,0,0,support,low
5807,0.72,0.67,4,147,2,0,0,0,technical,medium
5808,0.63,0.88,3,177,3,0,0,0,sales,low
5809,0.89,0.86,5,275,5,0,1,0,sales,low
5810,0.44,0.51,2,152,3,0,1,0,product_mng,medium
5811,0.92,0.64,4,217,4,0,0,0,RandD,medium
5812,0.37,0.72,3,183,2,0,0,0,sales,low
5813,0.43,0.47,2,147,3,0,1,0,support,low
5814,0.5,0.84,3,150,2,0,0,0,marketing,low
5815,0.9,0.96,3,223,4,0,0,0,sales,high
5816,0.39,0.53,2,146,3,0,1,0,sales,low
5817,0.4,0.46,2,135,3,0,1,0,technical,low
5818,0.37,0.48,2,153,3,0,1,0,technical,low
5819,0.14,0.47,4,175,2,0,1,0,RandD,medium
5820,0.11,0.8,6,282,4,0,1,0,technical,medium
5821,0.1,0.85,6,297,5,0,1,0,sales,high
5822,0.14,0.8,5,226,3,0,0,0,sales,medium
5823,0.98,0.58,5,186,3,0,0,0,sales,medium
5824,0.97,0.41,5,135,6,0,0,0,sales,medium
5825,0.46,0.55,5,261,5,0,0,0,RandD,medium
5826,0.74,0.58,4,178,4,0,0,0,sales,medium
5827,0.64,0.56,3,239,3,0,0,0,technical,low
5828,0.37,0.51,2,153,3,0,0,0,IT,high
5829,0.45,0.54,2,152,3,0,1,0,sales,low
5830,0.62,0.71,4,268,3,0,0,0,technical,low
5831,0.97,0.93,5,137,2,1,0,0,support,low
5832,0.5,0.78,4,185,3,0,0,0,RandD,high
5833,0.39,0.5,2,136,3,0,1,0,management,low
5834,0.99,0.66,3,202,3,0,0,0,sales,medium
5835,0.18,0.61,5,174,6,0,0,0,sales,medium
5836,0.38,0.51,2,120,3,0,0,0,RandD,low
5837,0.41,0.52,2,136,3,0,1,0,technical,low
5838,0.77,0.65,3,187,3,0,0,0,marketing,low
5839,0.37,0.51,2,154,3,1,1,0,sales,low
5840,0.43,0.74,4,129,6,0,0,0,hr,medium
5841,0.97,0.63,5,258,2,0,0,0,IT,medium
5842,0.97,0.52,4,207,3,0,0,0,product_mng,low
5843,0.5,0.77,4,180,3,0,0,0,sales,medium
5844,0.4,0.46,2,134,3,0,1,0,accounting,low
5845,0.1,0.84,6,309,4,0,1,0,support,low
5846,0.48,0.8,4,268,3,0,0,0,RandD,medium
5847,0.49,0.93,3,226,3,0,0,0,sales,low
5848,0.87,0.98,4,248,5,0,1,0,sales,low
5849,0.8,0.38,3,215,6,0,0,0,support,low
5850,0.84,0.73,5,105,5,0,0,0,support,low
5851,0.42,0.46,2,150,3,0,1,0,sales,medium
5852,0.37,0.57,2,155,3,0,1,0,support,low
5853,0.75,0.56,5,231,2,0,0,0,RandD,low
